Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,1000,"Émile-Journault, avenue","Marcel-Cadieux, rue","Christophe-Colomb, avenue",,FRAM,2016,294027.406,5046043,-73.63797714,45.55421605
Ahuntsic-Cartierville,R,1000,"Émile-Journault, avenue","Marcel-Cadieux, rue","Christophe-Colomb, avenue",,FRAM,2016,294017.031,5046018,-73.63810947,45.55399093
Ahuntsic-Cartierville,R,1115,"Émile-Journault, avenue","Christophe-Colomb, avenue","André-Grasset, avenue",,FRAM,2016,294091.469,5046227,-73.63716064,45.55587273
Ahuntsic-Cartierville,R,1000,"Émile-Journault, avenue","Marcel-Cadieux, rue","Christophe-Colomb, avenue",,FRAM,2016,294020.5,5046026.5,-73.63806523,45.55406747
Ahuntsic-Cartierville,R,600,"Émile-Journault, avenue","Basile-Routhier, rue","Foucher, rue",,FRPE,2016,293748.219,5045376,-73.64153794,45.54820979
Ahuntsic-Cartierville,R,10145,"Durham, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPE,2016,292467.838,5046120,-73.65795421,45.55488304
Ahuntsic-Cartierville,R,9840,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292682.931,5046011.5,-73.65519656,45.5539105
Ahuntsic-Cartierville,R,9900,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292653.003,5046025,-73.65558021,45.55403146
Ahuntsic-Cartierville,R,10050,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292583.92,5046053.5,-73.65646574,45.5542867
Ahuntsic-Cartierville,R,9900,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292625.55,5046036,-73.6559321,45.55412996
Ahuntsic-Cartierville,R,9985,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292579.016,5046073,-73.65652904,45.55446208
Ahuntsic-Cartierville,R,9840,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292707.683,5046002,-73.6548793,45.55382545
Ahuntsic-Cartierville,R,10085,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292547.917,5046086.5,-73.6569277,45.55458301
Ahuntsic-Cartierville,R,10085,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292516.774,5046099.5,-73.65732691,45.55469944
Ahuntsic-Cartierville,R,0,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292716.414,5045998,-73.65476737,45.55378961
Ahuntsic-Cartierville,R,9900,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292644.092,5046028.5,-73.65569443,45.5540628
Ahuntsic-Cartierville,R,9900,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292634.551,5046033,-73.65581674,45.55410312
Ahuntsic-Cartierville,R,9885,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292676.225,5046033.5,-73.65528299,45.55410835
Ahuntsic-Cartierville,R,9895,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292668.844,5046036.5,-73.6553776,45.55413522
Ahuntsic-Cartierville,R,9985,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292557.638,5046081.5,-73.65680307,45.55453819
Ahuntsic-Cartierville,R,9845,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292705.253,5046021,-73.65491089,45.55399638
Ahuntsic-Cartierville,R,9855,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292695.217,5046025,-73.65503953,45.55403219
Ahuntsic-Cartierville,R,9770,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292773.844,5045974.5,-73.65403123,45.55357914
Ahuntsic-Cartierville,R,9780,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292765.469,5045978,-73.65413858,45.55361049
Ahuntsic-Cartierville,R,0,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292723.66,5046014,-73.65467496,45.55393371
Ahuntsic-Cartierville,R,9945,"Durham, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292629.78,5046052.5,-73.65587834,45.55427851
Ahuntsic-Cartierville,R,9684,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292846.719,5045943.5,-73.65309709,45.55330145
Ahuntsic-Cartierville,R,9765,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292782.938,5045989.5,-73.65391512,45.55371427
Ahuntsic-Cartierville,R,9660,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292880.5,5045929.5,-73.65266409,45.55317605
Ahuntsic-Cartierville,R,9770,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292781.969,5045970.5,-73.65392706,45.55354329
Ahuntsic-Cartierville,R,9730,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292816.969,5045956,-73.65347843,45.55341342
Ahuntsic-Cartierville,R,9655,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292893.063,5045943,-73.65250351,45.55329774
Ahuntsic-Cartierville,R,9675,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292873.314,5045951.448,-73.65275666,45.55337342
Ahuntsic-Cartierville,R,9755,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292795.969,5045984,-73.65374809,45.55366501
Ahuntsic-Cartierville,R,9695,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292853.531,5045959.5,-73.65301023,45.55344554
Ahuntsic-Cartierville,R,9725,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292822.219,5045973,-73.65341161,45.55356648
Ahuntsic-Cartierville,R,9665,"Durham, avenue",Limite,"Sauvé Est, rue",,FRPE,2016,292880.469,5045948.5,-73.65266495,45.55334702
Ahuntsic-Cartierville,R,0,"Hamelin, avenue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292684.969,5047911.5,-73.65521753,45.57100731
Ahuntsic-Cartierville,R,0,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEMS,2016,292707.568,5046746.5,-73.65489918,45.56052469
Ahuntsic-Cartierville,R,0,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEMS,2016,292699.371,5046749.5,-73.65500425,45.56055154
Ahuntsic-Cartierville,R,0,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEMS,2016,292728.333,5046737.5,-73.65463296,45.56044407
Ahuntsic-Cartierville,R,0,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEMS,2016,292690.731,5046753,-73.65511501,45.56058289
Ahuntsic-Cartierville,R,0,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEMS,2016,292661.39,5046765.5,-73.65549116,45.56069485
Ahuntsic-Cartierville,R,10770,"Chambord, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291885.77,5046903,-73.66543017,45.56191817
Ahuntsic-Cartierville,R,10770,"Chambord, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291873.888,5046909,-73.66558253,45.56197193
Ahuntsic-Cartierville,R,10555,"Chambord, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPESU,2016,292129.919,5046801.5,-73.66230002,45.56100932
Ahuntsic-Cartierville,R,10085,"Chambord, rue","Sauvé Est, rue","Sauriol Est, rue",,FRAMAP,2016,292726.381,5046552,-73.65465339,45.55877485
Ahuntsic-Cartierville,R,9925,"Chambord, rue","Sauvé Est, rue","Sauriol Est, rue",,FRPE,2016,292836.951,5046507,-73.65323598,45.55837183
Ahuntsic-Cartierville,R,0,"Bruchési, avenue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292989.144,5048498,-73.65133463,45.57629004
Ahuntsic-Cartierville,R,0,"Bruchési, avenue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292995.455,5048494,-73.65125367,45.57625415
Ahuntsic-Cartierville,R,9308,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293514.5,5046483.5,-73.64455667,45.55817168
Ahuntsic-Cartierville,R,9316,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293490.063,5046493.5,-73.64486991,45.55826127
Ahuntsic-Cartierville,R,9294,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293552.813,5046468,-73.64406556,45.55803283
Ahuntsic-Cartierville,R,9300,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293540.688,5046473,-73.64422098,45.55807762
Ahuntsic-Cartierville,R,9304,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293525.781,5046479,-73.64441207,45.55813137
Ahuntsic-Cartierville,R,9312,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293501.438,5046489,-73.64472411,45.55822096
Ahuntsic-Cartierville,R,9317,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293498,5046509,-73.64476861,45.55840087
Ahuntsic-Cartierville,R,9317,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293490.625,5046524,-73.64486342,45.55853573
Ahuntsic-Cartierville,R,9317,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293496.969,5046537.5,-73.64478247,45.55865731
Ahuntsic-Cartierville,R,9313,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293506.938,5046505.5,-73.64465404,45.55836952
Ahuntsic-Cartierville,R,9291,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293575.844,5046478,-73.64377078,45.55812318
Ahuntsic-Cartierville,R,9309,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293521.969,5046499.5,-73.64446137,45.55831578
Ahuntsic-Cartierville,R,9287,"De Bretonvilliers, avenue","Chabanel Est, rue","De Bretonvilliers, avenue",,FRPE,2016,293591.438,5046471.5,-73.64357089,45.55806495
Ahuntsic-Cartierville,R,1081,"Berthe-Louard, avenue","Olivier-Maurault, avenue","Louis-Archambault, avenue",,FRAMMA,2016,293591.938,5046293,-73.6435604,45.55645875
Ahuntsic-Cartierville,R,0,"Berthe-Louard, avenue","Olivier-Maurault, avenue","Louis-Archambault, avenue",,FRPE,2016,293474.339,5046197.386,-73.64506447,45.55559649
Ahuntsic-Cartierville,R,9701,"Basile-Routhier, rue","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,2016,292697.535,5045806,-73.65500442,45.5520616
Ahuntsic-Cartierville,R,9686,"Basile-Routhier, rue","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,2016,292695.697,5045794.5,-73.65502768,45.55195809
Ahuntsic-Cartierville,R,9649,"Basile-Routhier, rue","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,2016,292769.235,5045776,-73.65408538,45.5517929
Ahuntsic-Cartierville,R,9675,"Basile-Routhier, rue","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,2016,292722.583,5045795.5,-73.65468336,45.55196756
Ahuntsic-Cartierville,R,9422,"Basile-Routhier, rue","Chabanel Est, rue","Louvain Est, rue de",,FRPESU,2016,293098.281,5045626.5,-73.64986752,45.55045325
Ahuntsic-Cartierville,R,9505,"Basile-Routhier, rue","Louvain Est, rue de","Frémont, rue",,FRPE,2016,293004.344,5045677.5,-73.65107183,45.55091058
Ahuntsic-Cartierville,R,9505,"Basile-Routhier, rue","Louvain Est, rue de","Frémont, rue",,FRPE,2016,292994.156,5045682,-73.65120242,45.5509509
Ahuntsic-Cartierville,R,10720,"André-Jobin, rue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRAM,2016,292799.818,5048792,-73.65376771,45.57893229
Ahuntsic-Cartierville,R,9190,"Basile-Routhier, rue","Legendre Est, rue","Chabanel Est, rue",,FRPE,2016,293380.938,5045509,-73.64624472,45.54940064
Ahuntsic-Cartierville,R,9136,"Basile-Routhier, rue","Legendre Est, rue","Chabanel Est, rue",,FRPE,2016,293445.781,5045482,-73.64541365,45.54915875
Ahuntsic-Cartierville,R,0,"Basile-Routhier, rue","Legendre Est, rue","Chabanel Est, rue",,FRPE,2016,293485.313,5045477.5,-73.64490726,45.5491189
Ahuntsic-Cartierville,R,9113,"Basile-Routhier, rue","Legendre Est, rue","Chabanel Est, rue",,FRPE,2016,293472.563,5045483,-73.64507067,45.54916818
Ahuntsic-Cartierville,R,9025,"Basile-Routhier, rue","Émile-Journault, avenue","Legendre Est, rue",,FRPE,2016,293538.781,5045455,-73.64422198,45.5489173
Ahuntsic-Cartierville,R,8840,"Basile-Routhier, rue","Saint-Arsène, rue","Émile-Journault, avenue",,FRPE,2016,293848.813,5045314.5,-73.64024828,45.54765798
Ahuntsic-Cartierville,R,0,"Basile-Routhier, rue","Crémazie Est, boulevard / Voie Nord","Saint-Arsène, rue",,FRPE,2016,293993.5,5045254.5,-73.638394,45.54712034
Ahuntsic-Cartierville,R,0,"Basile-Routhier, rue","Crémazie Est, boulevard / Voie Nord","Saint-Arsène, rue",,FRPE,2016,293977.125,5045261,-73.63860385,45.54717857
Ahuntsic-Cartierville,R,8727,"Basile-Routhier, rue","Crémazie Est, boulevard / Voie Nord","Saint-Arsène, rue",,FRPE,2016,294012.125,5045258,-73.63815556,45.54715212
Ahuntsic-Cartierville,R,1480,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293544.735,5047058.908,-73.64418263,45.56334987
Ahuntsic-Cartierville,R,1490,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293552.98,5047055.48,-73.64407693,45.56331916
Ahuntsic-Cartierville,R,1490,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293561.485,5047049.855,-73.64396785,45.56326868
Ahuntsic-Cartierville,R,1400,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293452.469,5046990,-73.64536298,45.56272832
Ahuntsic-Cartierville,R,1406,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPESU,2016,293455.406,5046999,-73.64532556,45.56280935
Ahuntsic-Cartierville,R,1386,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293411.219,5046951.5,-73.64589049,45.56238121
Ahuntsic-Cartierville,R,1390,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293422.969,5046960.5,-73.64574019,45.56246239
Ahuntsic-Cartierville,R,1396,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPESU,2016,293434.406,5046969,-73.64559388,45.56253906
Ahuntsic-Cartierville,R,1475,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293517.969,5047052.5,-73.64452536,45.56329178
Ahuntsic-Cartierville,R,1475,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293526,5047049.5,-73.64442241,45.56326491
Ahuntsic-Cartierville,R,1485,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293551.281,5047038,-73.64409829,45.56316184
Ahuntsic-Cartierville,R,1380,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293405.813,5046947.5,-73.64595965,45.56234513
Ahuntsic-Cartierville,R,1405,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293459.969,5046971.5,-73.64526647,45.56256197
Ahuntsic-Cartierville,R,1405,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293465.5,5046980.5,-73.64519583,45.56264305
Ahuntsic-Cartierville,R,1425,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293475.875,5047012.5,-73.64506366,45.56293116
Ahuntsic-Cartierville,R,1425,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293478.313,5047020,-73.64503261,45.56299869
Ahuntsic-Cartierville,R,1485,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293535.094,5047046,-73.64430584,45.56323357
Ahuntsic-Cartierville,R,0,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293474.031,5046821.5,-73.64508286,45.56121245
Ahuntsic-Cartierville,R,1375,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293414.688,5046934.5,-73.64584566,45.5622283
Ahuntsic-Cartierville,R,1325,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293452.531,5046831,-73.64535849,45.56129759
Ahuntsic-Cartierville,R,1395,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293448.563,5046960,-73.64541232,45.56245831
Ahuntsic-Cartierville,R,1365,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293393.781,5046893,-73.64611251,45.56185452
Ahuntsic-Cartierville,R,1415,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293470.438,5046994.5,-73.6451329,45.5627691
Ahuntsic-Cartierville,R,1415,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293473.281,5047003.5,-73.64509668,45.56285013
Ahuntsic-Cartierville,R,1385,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293427.75,5046944.5,-73.64567857,45.56231849
Ahuntsic-Cartierville,R,1385,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293436.031,5046950.5,-73.64557263,45.56237262
Ahuntsic-Cartierville,R,1305,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293466.344,5046825,-73.64518141,45.56124382
Ahuntsic-Cartierville,R,1355,"Antoine-Déat, rue","Louvain Est, rue de","Louvain Est, rue de",,FRPE,2016,293403.969,5046879,-73.64598168,45.56172871
Ahuntsic-Cartierville,R,10664,"André-Jobin, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRAM,2016,292916.867,5048723.5,-73.65226621,45.57831792
Ahuntsic-Cartierville,R,10562,"André-Jobin, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRAM,2016,293028.388,5048658.5,-73.65083566,45.57773493
Ahuntsic-Cartierville,R,10591,"André-Jobin, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRAM,2016,293000.454,5048696,-73.65119449,45.57807189
Ahuntsic-Cartierville,R,10631,"André-Jobin, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292963.356,5048717,-73.65167036,45.57826022
Ahuntsic-Cartierville,R,10579,"André-Jobin, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRAM,2016,293019.349,5048684,-73.65095209,45.57796423
Ahuntsic-Cartierville,R,8666,"André-Grasset, avenue","Émile-Filion, rue","Henri-Gauthier, rue",,FRAMAP,2016,294692.094,5046118,-73.62946528,45.55490089
Ahuntsic-Cartierville,R,8572,"André-Grasset, avenue","Émile-Filion, rue","Henri-Gauthier, rue",,FRAMAP,2016,294789.125,5046058,-73.62822125,45.55436239
Ahuntsic-Cartierville,R,12429,"Lachapelle, rue","Bocage, rue du","Laurentien, boulevard / Sortie",,FRAM,2016,287264.395,5043547.614,-73.72450896,45.53162436
Ahuntsic-Cartierville,R,8824,"Lajeunesse, rue","Saint-Arsène, rue","Émile-Journault, avenue",,FRPEMS,2016,293836.531,5045249.5,-73.64040411,45.5470729
Ahuntsic-Cartierville,R,12439,"Lachapelle, rue","Bocage, rue du","Laurentien, boulevard / Sortie",,FRAM,2016,287248.063,5043550.384,-73.72471815,45.53164887
Ahuntsic-Cartierville,R,12409,"Lachapelle, rue","Bocage, rue du","Laurentien, boulevard / Sortie",,FRAM,2016,287311.96,5043539.591,-73.7238997,45.53155336
Ahuntsic-Cartierville,R,12409,"Lachapelle, rue","Bocage, rue du","Laurentien, boulevard / Sortie",,FRAM,2016,287299.161,5043541.693,-73.72406364,45.53157195
Ahuntsic-Cartierville,R,0,"Acadie, boulevard de l'","Louvain Ouest, rue de","Port-Royal Ouest, rue de",,FRAM,2016,292169.085,5043899.357,-73.66172341,45.53489562
Ahuntsic-Cartierville,R,11880,"Acadie, boulevard de l'","Louisbourg, rue de","De Salaberry, rue",,FRPE,2016,289709.889,5044438.648,-73.69322686,45.53969941
Ahuntsic-Cartierville,R,11960,"Acadie, boulevard de l'","Louisbourg, rue de","De Salaberry, rue",,FRPE,2016,289572.199,5044508.921,-73.69499214,45.54032876
Ahuntsic-Cartierville,R,5475,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288677.188,5043098.5,-73.70640626,45.5276172
Ahuntsic-Cartierville,R,5615,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288745.329,5042993.171,-73.70553047,45.52667098
Ahuntsic-Cartierville,R,5505,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288641.699,5043057.45,-73.70685924,45.52724699
Ahuntsic-Cartierville,R,5545,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288671.403,5043015.235,-73.70647758,45.52686782
Ahuntsic-Cartierville,R,5595,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288714.956,5042977.412,-73.70591878,45.52652848
Ahuntsic-Cartierville,R,5605,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288736.255,5042985.244,-73.70564637,45.52659944
Ahuntsic-Cartierville,R,5625,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288764.336,5043010.554,-73.70528771,45.52682784
Ahuntsic-Cartierville,R,0,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288663.858,5043058.883,-73.70657561,45.5272604
Ahuntsic-Cartierville,R,5540,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288675.094,5043035,-73.70643098,45.52704575
Ahuntsic-Cartierville,R,5570,"D'Aiguillon, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288755.262,5043026.123,-73.70540438,45.52696773
Ahuntsic-Cartierville,R,7041,"Alfred-De Vigny, avenue","Longtin, avenue","Léon-Trépanier, avenue",,FRAM,2016,286954.851,5042614.86,-73.72843805,45.52322328
Ahuntsic-Cartierville,R,7091,"Alfred-De Vigny, avenue","Longtin, avenue","Léon-Trépanier, avenue",,FRAM,2016,286962.471,5042569.695,-73.72833886,45.52281706
Ahuntsic-Cartierville,R,7121,"Alfred-De Vigny, avenue","Longtin, avenue","Léon-Trépanier, avenue",,FRPE,2016,286978.901,5042554.614,-73.728128,45.52268178
Ahuntsic-Cartierville,R,2215,"Alfred-Laliberté, avenue","Pasteur, rue","James-Morrice, rue",,FRPE,2016,290385.576,5043520.757,-73.68454781,45.53145423
Ahuntsic-Cartierville,R,5365,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288800.942,5043105.067,-73.70482217,45.52767914
Ahuntsic-Cartierville,R,5365,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288792.722,5043112.166,-73.70492764,45.52774283
Ahuntsic-Cartierville,R,5375,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288775.91,5043127.334,-73.70514336,45.52787893
Ahuntsic-Cartierville,R,5305,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288794.217,5043043.721,-73.70490626,45.52712697
Ahuntsic-Cartierville,R,5395,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288753.568,5043148.256,-73.70543007,45.52806668
Ahuntsic-Cartierville,R,5405,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288741.09,5043157.074,-73.7055901,45.52814574
Ahuntsic-Cartierville,R,5395,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288760.443,5043141.83,-73.70534185,45.52800902
Ahuntsic-Cartierville,R,0,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288796.384,5043072.638,-73.70487946,45.52738723
Ahuntsic-Cartierville,R,5385,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288767.915,5043134.956,-73.70524596,45.52794733
Ahuntsic-Cartierville,R,5380,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288748.936,5043129.053,-73.70548874,45.52789378
Ahuntsic-Cartierville,R,5380,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288755.96,5043122.253,-73.7053986,45.52783275
Ahuntsic-Cartierville,R,5390,"D'Argenteuil, place","Robert-Giffard, avenue","Robert-Giffard, avenue",,FRPE,2016,288741.314,5043136.002,-73.70558655,45.52795613
Ahuntsic-Cartierville,R,10823,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPEPA,2016,291378.75,5046001,-73.67190027,45.55379211
Ahuntsic-Cartierville,R,10846,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291326.53,5046011.644,-73.6725694,45.55388688
Ahuntsic-Cartierville,R,10854,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291312.089,5046017.727,-73.67275452,45.55394133
Ahuntsic-Cartierville,R,10790,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291413.908,5045973.67,-73.67144922,45.55354686
Ahuntsic-Cartierville,R,10830,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPE,2016,291352.67,5046000.078,-73.67223428,45.55378331
Ahuntsic-Cartierville,R,10830,"D'Auteuil, avenue","Henri-Bourassa Est, boulevard","Gouin Est, boulevard",,FRPEMS,2016,291359.756,5045997.069,-73.67214344,45.55375637
Ahuntsic-Cartierville,R,11840,"Beau-Bois, avenue du","Beau-Bois, croissant du","Beau-Bois, croissant du",,FRPE,2016,286745.477,5041942.232,-73.73109348,45.51716536
Ahuntsic-Cartierville,R,5975,"Bocage, rue du","Rivoli, avenue de","Lachapelle, rue",,FRPESU,2016,287405.975,5043594.273,-73.72269797,45.53204776
Ahuntsic-Cartierville,R,10190,"Bois-de-Boulogne, avenue du","Arthur-Lismer, rue","Émilien-Daoust, rue",,FRPE,2016,291463.031,5044117,-73.67076946,45.53684088
