Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,10300,"Bois-de-Boulogne, avenue du","Émilien-Daoust, rue","Robert-Charbonneau, rue",,FRPE,2016,291270.157,5044197.5,-73.67324127,45.53756153
Ahuntsic-Cartierville,R,10350,"Bois-de-Boulogne, avenue du","Émilien-Daoust, rue","Robert-Charbonneau, rue",,FRPE,2016,291235.644,5044212,-73.67368359,45.53769134
Ahuntsic-Cartierville,R,10190,"Bois-de-Boulogne, avenue du","Arthur-Lismer, rue","Émilien-Daoust, rue",,FRPE,2016,291441.719,5044126,-73.67104259,45.53692146
Ahuntsic-Cartierville,R,10350,"Bois-de-Boulogne, avenue du","Émilien-Daoust, rue","Robert-Charbonneau, rue",,FRPE,2016,291226.192,5044216,-73.67380473,45.53772715
Ahuntsic-Cartierville,R,2740,"Benjamin-Sulte, rue","Joseph-Casavant, rue","De Poutrincourt, avenue",,FRPE,2016,289689.234,5043719.423,-73.69346915,45.53322715
Ahuntsic-Cartierville,R,2620,"Benjamin-Sulte, rue","Joseph-Casavant, rue","De Poutrincourt, avenue",,FRPE,2016,289722.854,5043756.72,-73.69303985,45.53356348
Ahuntsic-Cartierville,R,2700,"Benjamin-Sulte, rue","Joseph-Casavant, rue","De Poutrincourt, avenue",,FRPE,2016,289703.656,5043735.516,-73.693285,45.53337227
Ahuntsic-Cartierville,R,12280,"Camille, rue","Jean-Bourdon, avenue","Gouin Ouest, boulevard",,FRPE,2016,284992.076,5041168.869,-73.75350512,45.51015878
Ahuntsic-Cartierville,R,1330,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRPE,2016,292484.435,5043606.5,-73.65767839,45.53226603
Ahuntsic-Cartierville,R,1320,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRPE,2016,292487.86,5043614,-73.65763473,45.53233358
Ahuntsic-Cartierville,R,1560,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRPE,2016,292434.625,5043488.5,-73.65831314,45.53120334
Ahuntsic-Cartierville,R,1420,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRPE,2016,292443.202,5043508.5,-73.65820383,45.53138346
Ahuntsic-Cartierville,R,1370,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRAM,2016,292464.967,5043559.5,-73.65792646,45.53184276
Ahuntsic-Cartierville,R,1590,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRAM,2016,292423.375,5043461.5,-73.65845649,45.53096019
Ahuntsic-Cartierville,R,1360,"Chabanel Ouest, rue","Acadie, boulevard de l'","Charles-De La Tour, rue",,FRAM,2016,292473.073,5043578.5,-73.65782316,45.53201388
Ahuntsic-Cartierville,R,0,"Chevalier, rue","Lachapelle, rue","Gouin Ouest, boulevard",,FRPE,2016,287509.973,5043417.641,-73.72136025,45.53046095
Ahuntsic-Cartierville,R,0,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293635.094,5044586,-73.64296868,45.5410993
Ahuntsic-Cartierville,R,0,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293582.938,5044608,-73.64363705,45.54129642
Ahuntsic-Cartierville,R,8732,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293604.688,5044581,-73.64335792,45.54105382
Ahuntsic-Cartierville,R,8811,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293521.469,5044634,-73.64442477,45.54152939
Ahuntsic-Cartierville,R,8807,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293530.031,5044630,-73.64431504,45.54149353
Ahuntsic-Cartierville,R,8840,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293492.625,5044628,-73.64479399,45.54147493
Ahuntsic-Cartierville,R,8995,"Clark, rue","De Beauharnois Ouest, rue","Legendre Ouest, rue",,FRPE,2016,293331.625,5044712.5,-73.64685761,45.54223266
Ahuntsic-Cartierville,R,8790,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293543.469,5044606.5,-73.64414242,45.54128229
Ahuntsic-Cartierville,R,8812,"Clark, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293516.406,5044618,-73.64448924,45.54138533
Ahuntsic-Cartierville,R,10115,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292090.061,5045231,-73.66276979,45.54687675
Ahuntsic-Cartierville,R,9900,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292250.052,5045145,-73.66071867,45.54610579
Ahuntsic-Cartierville,R,9910,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292241.771,5045148,-73.66082479,45.54613264
Ahuntsic-Cartierville,R,10085,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPEMS,2016,292108.937,5045223.5,-73.66252786,45.5468096
Ahuntsic-Cartierville,R,9670,"Clark, rue",Voie ferrée,"Port-Royal Ouest, rue de",,FRPE,2016,292494.709,5045042,-73.65758293,45.54518333
Ahuntsic-Cartierville,R,10100,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292091.617,5045214.5,-73.66274943,45.5467283
Ahuntsic-Cartierville,R,10100,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292081.531,5045218.5,-73.6628787,45.54676411
Ahuntsic-Cartierville,R,9968,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292182.661,5045174.5,-73.66158245,45.54637002
Ahuntsic-Cartierville,R,9930,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292225.479,5045155.5,-73.66103362,45.54619983
Ahuntsic-Cartierville,R,9940,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292211.708,5045161.5,-73.66121013,45.54625357
Ahuntsic-Cartierville,R,9950,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292204.398,5045165,-73.66130384,45.54628493
Ahuntsic-Cartierville,R,9960,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292190.897,5045170.5,-73.66147688,45.54633418
Ahuntsic-Cartierville,R,10221,"Clark, rue","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPEPA,2016,291964.345,5045286.5,-73.66438122,45.54737385
Ahuntsic-Cartierville,R,10100,"Clark, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292071.41,5045223,-73.66300843,45.54680442
Ahuntsic-Cartierville,R,10180,"Clark, rue","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPE,2016,292017.36,5045246.5,-73.66370123,45.54701489
Ahuntsic-Cartierville,R,10420,"Clark, rue","Mongeau, rue","Prieur Ouest, rue",,FRAMAP,2016,291718.313,5045376.5,-73.66753444,45.54817912
Ahuntsic-Cartierville,R,10787,"Clark, rue","Lighthall, rue","Gouin Ouest, boulevard",,FRPE,2016,291287.844,5045579.5,-73.67305295,45.54999756
Ahuntsic-Cartierville,R,12343,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287251.353,5043330.531,-73.72466816,45.52967065
Ahuntsic-Cartierville,R,12415,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287153.563,5043419.907,-73.72592333,45.53047241
Ahuntsic-Cartierville,R,12449,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287106.573,5043462.452,-73.72652646,45.53085405
Ahuntsic-Cartierville,R,12376,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287205.157,5043349.977,-73.72526028,45.52984446
Ahuntsic-Cartierville,R,12525,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287045.455,5043518.808,-73.72731099,45.53135961
Ahuntsic-Cartierville,R,12350,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287231.906,5043325.768,-73.72491696,45.5296273
Ahuntsic-Cartierville,R,12362,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287222.54,5043334.42,-73.72503717,45.52970491
Ahuntsic-Cartierville,R,12380,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287196.505,5043357.677,-73.72537132,45.52991353
Ahuntsic-Cartierville,R,12392,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287177.931,5043374.822,-73.72560973,45.53006734
Ahuntsic-Cartierville,R,12507,"Cousineau, rue","Gouin Ouest, boulevard","L'Abord-à-Plouffe, rue de",,FRPE,2016,287068.553,5043497.456,-73.72701449,45.53116806
Ahuntsic-Cartierville,R,12089,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288807.716,5044083.565,-73.7047674,45.53648414
Ahuntsic-Cartierville,R,12101,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288790.598,5044098.909,-73.70498708,45.53662182
Ahuntsic-Cartierville,R,12123,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPEPA,2016,288749.004,5044119.993,-73.70552035,45.53681058
Ahuntsic-Cartierville,R,12127,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288733.243,5044124.273,-73.70572229,45.53684873
Ahuntsic-Cartierville,R,12083,"Daigle, rue","Marsan, rue","Forbes, rue",,FRAM,2016,288814.187,5044077.616,-73.70468435,45.53643076
Ahuntsic-Cartierville,R,12062,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288836.812,5044033.311,-73.70439321,45.53603261
Ahuntsic-Cartierville,R,12130,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288712.839,5044111.612,-73.70598313,45.53673433
Ahuntsic-Cartierville,R,12050,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288858.862,5044005.814,-73.70410999,45.53578568
Ahuntsic-Cartierville,R,12082,"Daigle, rue","Marsan, rue","Forbes, rue",,FRPE,2016,288806.434,5044060.913,-73.70478307,45.53628028
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289320.772,5043227.41,-73.69817114,45.52879176
Ahuntsic-Cartierville,R,11475,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289403.005,5043153.353,-73.69711604,45.52812719
Ahuntsic-Cartierville,R,0,"Defoy, rue","Jacques-Bizard, rue","Marcelin-Wilson, avenue",,FRAM,2016,290574.938,5044272.5,-73.68214526,45.53822256
Ahuntsic-Cartierville,R,11575,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289341.171,5043209.075,-73.69790941,45.52862723
Ahuntsic-Cartierville,R,11495,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289393.559,5043161.926,-73.69723724,45.52820413
Ahuntsic-Cartierville,R,11495,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289386.733,5043168.196,-73.69732483,45.5282604
Ahuntsic-Cartierville,R,11515,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289377.287,5043176.61,-73.69744602,45.5283359
Ahuntsic-Cartierville,R,11535,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289361.888,5043190.501,-73.6976436,45.52846055
Ahuntsic-Cartierville,R,11555,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289355.697,5043196.136,-73.69772304,45.52851112
Ahuntsic-Cartierville,R,11570,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289334.663,5043192.168,-73.69799219,45.52847495
Ahuntsic-Cartierville,R,11580,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289327.519,5043198.597,-73.69808385,45.52853264
Ahuntsic-Cartierville,R,11580,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289319.502,5043205.661,-73.69818671,45.52859603
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289249.811,5043291.625,-73.69908165,45.52936801
Ahuntsic-Cartierville,R,11535,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289369.905,5043183.436,-73.69754074,45.52839716
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289272.988,5043270.749,-73.69878426,45.52918068
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289265.686,5043277.258,-73.69887795,45.52923909
Ahuntsic-Cartierville,R,11530,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289358.475,5043170.736,-73.69768667,45.52828263
Ahuntsic-Cartierville,R,11550,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289344.823,5043182.643,-73.69786182,45.52838947
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289242.35,5043298.451,-73.69917738,45.52942927
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289234.968,5043304.96,-73.6992721,45.52948767
Ahuntsic-Cartierville,R,11500,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289375.469,5043155,-73.69746861,45.52814141
Ahuntsic-Cartierville,R,11530,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289366.889,5043162.958,-73.69757871,45.52821282
Ahuntsic-Cartierville,R,11550,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289351.173,5043177.086,-73.69778035,45.5283396
Ahuntsic-Cartierville,R,11605,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289279.894,5043264.478,-73.69869565,45.5291244
Ahuntsic-Cartierville,R,11700,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289243.858,5043274.162,-73.6991573,45.52921074
Ahuntsic-Cartierville,R,11620,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289295.594,5043227,-73.69849347,45.52878751
Ahuntsic-Cartierville,R,11650,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289279.18,5043241.777,-73.69870407,45.52892012
Ahuntsic-Cartierville,R,11670,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289270.131,5043250.032,-73.69882018,45.5289942
Ahuntsic-Cartierville,R,11600,"Dépatie, rue",Limite,"Dudemaine, rue",,FRPE,2016,289303.786,5043220.028,-73.69838837,45.52872496
Ahuntsic-Cartierville,R,0,"Dépatie, rue","Dudemaine, rue","Louisbourg, rue de",,FRPE,2016,289188.295,5043324.248,-73.69987024,45.52966019
Ahuntsic-Cartierville,R,0,"Dépatie, rue","Dudemaine, rue","Louisbourg, rue de",,FRPE,2016,289182.263,5043329.328,-73.69994763,45.52970576
Ahuntsic-Cartierville,R,0,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288713.95,5043774.542,-73.70595783,45.53370129
Ahuntsic-Cartierville,R,0,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288720.856,5043768.192,-73.7058692,45.53364431
Ahuntsic-Cartierville,R,12025,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288690.138,5043795.497,-73.7062634,45.5338893
Ahuntsic-Cartierville,R,12025,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288680.454,5043804.387,-73.70638768,45.53396907
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288638.44,5043842.219,-73.70692685,45.53430853
Ahuntsic-Cartierville,R,12025,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288698.393,5043788.591,-73.70615748,45.53382735
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288610.928,5043867.314,-73.70727993,45.5345337
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288603.037,5043874.423,-73.7073812,45.53459749
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288594.933,5043881.887,-73.70748521,45.53466446
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288586.899,5043888.854,-73.7075883,45.53472697
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288574.032,5043900.442,-73.70775343,45.53483094
Ahuntsic-Cartierville,R,0,"Dépatie, rue","De Salaberry, rue","Sainte-Odile, rue",,FRPE,2016,288706.251,5043781.289,-73.70605663,45.53376183
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288631.615,5043848.119,-73.70701443,45.53436146
Ahuntsic-Cartierville,R,12225,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288376.899,5044077.882,-73.71028341,45.53642298
Ahuntsic-Cartierville,R,12285,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288300.478,5044146.769,-73.71126423,45.53704104
Ahuntsic-Cartierville,R,12245,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288354.293,5044098.356,-73.71057355,45.53660668
Ahuntsic-Cartierville,R,12255,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288344.98,5044106.532,-73.71069307,45.53668003
Ahuntsic-Cartierville,R,12271,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288323.298,5044126.152,-73.71097135,45.53685607
Ahuntsic-Cartierville,R,12271,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288315.975,5044132.906,-73.71106534,45.53691667
Ahuntsic-Cartierville,R,12055,"Dépatie, rue","Sainte-Odile, rue","Forbes, rue",,FRPE,2016,288617.753,5043861.2,-73.70719235,45.53447884
Ahuntsic-Cartierville,R,12285,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288292.373,5044154.162,-73.71136826,45.53710738
Ahuntsic-Cartierville,R,12300,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPEPA,2016,288269.198,5044151.958,-73.71166492,45.53708699
Ahuntsic-Cartierville,R,12256,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288324.222,5044102.622,-73.71095872,45.53664436
Ahuntsic-Cartierville,R,12280,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288285.264,5044137.598,-73.71145872,45.53695816
Ahuntsic-Cartierville,R,12290,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288277.018,5044144.778,-73.71156455,45.53702257
Ahuntsic-Cartierville,R,12277,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288309.222,5044138.664,-73.711152,45.53696832
Ahuntsic-Cartierville,R,12266,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288314.198,5044111.863,-73.71108738,45.53672727
Ahuntsic-Cartierville,R,12304,"Dépatie, rue","Jules-Colas, rue","Gouin Ouest, boulevard",,FRPE,2016,288246.734,5044172.219,-73.71195324,45.53726878
Ahuntsic-Cartierville,R,12200,"Desenclaves, rue","Viel, rue","Gouin Ouest, boulevard",,FRPE,2016,289215.632,5044885.5,-73.69956995,45.54370945
Ahuntsic-Cartierville,R,12230,"Desenclaves, rue","Viel, rue","Gouin Ouest, boulevard",,FRPE,2016,289180.706,5044902,-73.70001773,45.54385714
Ahuntsic-Cartierville,R,11218,"Drouart, rue","Charles-Gill, rue","Victor-Doré, rue",,FRPESU,2016,290328.945,5043928.535,-73.6852849,45.53512238
Ahuntsic-Cartierville,R,4083,"Dudemaine, rue","Élie-Blanchard, avenue","Jean-Massé, rue",,FRPEPA,2016,289383.628,5043506.384,-73.69737522,45.53130346
Ahuntsic-Cartierville,R,0,"Dudemaine, rue","Jean-Massé, rue","Filion, rue",,FRPE,2016,289355.262,5043475.464,-73.69773741,45.5310246
Ahuntsic-Cartierville,R,0,"Dudemaine, rue","Jean-Massé, rue","Filion, rue",,FRPE,2016,289346.982,5043465.861,-73.69784312,45.53093801
Ahuntsic-Cartierville,R,0,"Dudemaine, rue","Jean-Massé, rue","Filion, rue",,FRPE,2016,289329.803,5043446.481,-73.69806244,45.53076324
Ahuntsic-Cartierville,R,4795,"Dudemaine, rue","Dépatie, rue","Lavigne, rue",,FRPESU,2016,289179.574,5043278.733,-73.69998044,45.52925043
Ahuntsic-Cartierville,R,4795,"Dudemaine, rue","Dépatie, rue","Lavigne, rue",,FRPESU,2016,289172.37,5043270.629,-73.70007241,45.52917735
Ahuntsic-Cartierville,R,4585,"Dudemaine, rue","Guertin, rue","Dépatie, rue",,FRAMAP,2016,289221.438,5043326,-73.69944598,45.52967669
Ahuntsic-Cartierville,R,5505,"Dudemaine, rue","Robert-Giffard, avenue","Michel-Sarrazin, rue",,FRPESU,2016,288822.656,5042885,-73.70453701,45.5256994
Ahuntsic-Cartierville,R,10755,"Esplanade, avenue de l'","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRAMMA,2016,291230.955,5045354.5,-73.6737753,45.54797183
Ahuntsic-Cartierville,R,10809,"Esplanade, avenue de l'","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291134.313,5045397.5,-73.67501416,45.54835687
Ahuntsic-Cartierville,R,0,"Esplanade, avenue de l'","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291302.438,5045323.5,-73.67285898,45.54769427
Ahuntsic-Cartierville,R,0,"Edmond-Valade, rue","Poincaré, rue","Zotique-Racicot, rue",,FRPE,2016,290013.81,5044883,-73.68934864,45.54370435
Ahuntsic-Cartierville,R,0,"Edmond-Valade, rue","Poincaré, rue","Zotique-Racicot, rue",,FRPE,2016,289999.023,5044848,-73.68953694,45.5433891
Ahuntsic-Cartierville,R,0,"Edmond-Valade, rue","Poincaré, rue","Zotique-Racicot, rue",,FRPE,2016,290032.738,5044891,-73.68910649,45.54377674
Ahuntsic-Cartierville,R,11715,"Filion, rue","Paix, rue de la","Dudemaine, rue",,FRPE,2016,289411.38,5043360.501,-73.69701533,45.52999137
Ahuntsic-Cartierville,R,11715,"Filion, rue","Paix, rue de la","Dudemaine, rue",,FRPE,2016,289401.734,5043369.192,-73.6971391,45.53006936
Ahuntsic-Cartierville,R,11715,"Filion, rue","Paix, rue de la","Dudemaine, rue",,FRAM,2016,289371.839,5043396.126,-73.69752268,45.53031106
Ahuntsic-Cartierville,R,11821,"Filion, rue","Dudemaine, rue","Louisbourg, rue de",,FRPESU,2016,289160.903,5043585.859,-73.70022928,45.53201364
Ahuntsic-Cartierville,R,11831,"Filion, rue","Dudemaine, rue","Louisbourg, rue de",,FRPE,2016,289135.306,5043608.877,-73.70055774,45.53222018
Ahuntsic-Cartierville,R,12231,"Filion, rue","Daigle, rue","Gouin Ouest, boulevard",,FRPE,2016,288495.91,5044199.741,-73.70876365,45.5375223
Ahuntsic-Cartierville,R,12155,"Filion, rue","Forbes, rue","Daigle, rue",,FRPE,2016,288596.182,5044109.373,-73.70747675,45.53671148
Ahuntsic-Cartierville,R,12185,"Filion, rue","Forbes, rue","Daigle, rue",,FRPE,2016,288556.257,5044144.921,-73.70798913,45.53703042
Ahuntsic-Cartierville,R,235,"Fleury Est, rue","Laverdure, rue","D'Auteuil, avenue",,FRPE,2016,292027.709,5045669,-73.66357973,45.55081687
